# metric_direction: higher_is_better
iteration	timestamp	commit	metric	delta	guard	guard-metric	status	description
0	2026-06-02T11:30	66cdcd0	0.6944	0.0	-	-	baseline	MACD(12,26)+EMA(100) TP=4% SL=2% TIME_STOP=96 COOLDOWN=48 gain=0.9926 WR=0.70 — composite=gain*WR=0.6948
